LAUS,State_FIPS,County_FIPS,County_Name_State,Year,,Labor_Force,Employed,Unemployed,Unemployment_Rate
CN1710700000000,17,107,"Logan County, IL",2014,,"13,024     ","12,192     ",832     ,6.4     
CN1710900000000,17,109,"McDonough County, IL",2014,,"14,292     ","13,316     ",976     ,6.8     
CN1711100000000,17,111,"McHenry County, IL",2014,,"165,732     ","154,853     ","10,879     ",6.6     
CN1711300000000,17,113,"McLean County, IL",2014,,"90,778     ","85,807     ","4,971     ",5.5     
CN1711500000000,17,115,"Macon County, IL",2014,,"50,797     ","46,459     ","4,338     ",8.5     
CN1711700000000,17,117,"Macoupin County, IL",2014,,"23,130     ","21,403     ","1,727     ",7.5     
CN1711900000000,17,119,"Madison County, IL",2014,,"132,268     ","122,960     ","9,308     ",7.0     
CN1712100000000,17,121,"Marion County, IL",2014,,"18,043     ","16,669     ","1,374     ",7.6     
CN1712300000000,17,123,"Marshall County, IL",2014,,"5,755     ","5,352     ",403     ,7.0     
CN1712500000000,17,125,"Mason County, IL",2014,,"6,636     ","6,066     ",570     ,8.6     
CN1712700000000,17,127,"Massac County, IL",2014,,"6,318     ","5,814     ",504     ,8.0     
CN1712900000000,17,129,"Menard County, IL",2014,,"6,748     ","6,368     ",380     ,5.6     
CN1713100000000,17,131,"Mercer County, IL",2014,,"8,285     ","7,703     ",582     ,7.0     
CN1713300000000,17,133,"Monroe County, IL",2014,,"17,877     ","16,917     ",960     ,5.4     
CN1713500000000,17,135,"Montgomery County, IL",2014,,"12,138     ","11,077     ","1,061     ",8.7     
CN1713700000000,17,137,"Morgan County, IL",2014,,"17,214     ","16,189     ","1,025     ",6.0     
CN1713900000000,17,139,"Moultrie County, IL",2014,,"7,045     ","6,663     ",382     ,5.4     
CN1714100000000,17,141,"Ogle County, IL",2014,,"25,933     ","24,013     ","1,920     ",7.4     
CN1714300000000,17,143,"Peoria County, IL",2014,,"91,556     ","84,524     ","7,032     ",7.7     
CN1714500000000,17,145,"Perry County, IL",2014,,"8,883     ","8,132     ",751     ,8.5     
CN1714700000000,17,147,"Piatt County, IL",2014,,"8,323     ","7,851     ",472     ,5.7     
CN1714900000000,17,149,"Pike County, IL",2014,,"7,748     ","7,303     ",445     ,5.7     
CN1715100000000,17,151,"Pope County, IL",2014,,"1,796     ","1,647     ",149     ,8.3     
CN1715300000000,17,153,"Pulaski County, IL",2014,,"2,139     ","1,916     ",223     ,10.4     
CN1715500000000,17,155,"Putnam County, IL",2014,,"3,033     ","2,801     ",232     ,7.6     
CN1715700000000,17,157,"Randolph County, IL",2014,,"14,161     ","13,224     ",937     ,6.6     
CN1715900000000,17,159,"Richland County, IL",2014,,"7,230     ","6,766     ",464     ,6.4     
CN1716100000000,17,161,"Rock Island County, IL",2014,,"72,601     ","67,464     ","5,137     ",7.1     
CN1716300000000,17,163,"St. Clair County, IL",2014,,"126,416     ","116,508     ","9,908     ",7.8     
CN1716500000000,17,165,"Saline County, IL",2014,,"10,767     ","9,885     ",882     ,8.2     
CN1716700000000,17,167,"Sangamon County, IL",2014,,"104,386     ","98,232     ","6,154     ",5.9     
CN1716900000000,17,169,"Schuyler County, IL",2014,,"3,458     ","3,225     ",233     ,6.7     
CN1717100000000,17,171,"Scott County, IL",2014,,"2,560     ","2,384     ",176     ,6.9     
CN1717300000000,17,173,"Shelby County, IL",2014,,"10,147     ","9,460     ",687     ,6.8     
CN1717500000000,17,175,"Stark County, IL",2014,,"2,803     ","2,592     ",211     ,7.5     
CN1717700000000,17,177,"Stephenson County, IL",2014,,"22,238     ","20,604     ","1,634     ",7.3     
CN1717900000000,17,179,"Tazewell County, IL",2014,,"67,789     ","63,227     ","4,562     ",6.7     
CN1718100000000,17,181,"Union County, IL",2014,,"7,293     ","6,651     ",642     ,8.8     
CN1718300000000,17,183,"Vermilion County, IL",2014,,"35,526     ","32,525     ","3,001     ",8.4     
CN1718500000000,17,185,"Wabash County, IL",2014,,"5,565     ","5,233     ",332     ,6.0     
CN1718700000000,17,187,"Warren County, IL",2014,,"8,734     ","8,225     ",509     ,5.8     
CN1718900000000,17,189,"Washington County, IL",2014,,"9,021     ","8,593     ",428     ,4.7     
CN1719100000000,17,191,"Wayne County, IL",2014,,"7,672     ","7,164     ",508     ,6.6     
CN1719300000000,17,193,"White County, IL",2014,,"7,071     ","6,657     ",414     ,5.9     
CN1719500000000,17,195,"Whiteside County, IL",2014,,"28,579     ","26,600     ","1,979     ",6.9     
CN1719700000000,17,197,"Will County, IL",2014,,"356,697     ","329,629     ","27,068     ",7.6     
CN1719900000000,17,199,"Williamson County, IL",2014,,"31,390     ","29,153     ","2,237     ",7.1     
CN1720100000000,17,201,"Winnebago County, IL",2014,,"142,061     ","130,296     ","11,765     ",8.3     
CN1720300000000,17,203,"Woodford County, IL",2014,,"19,692     ","18,602     ","1,090     ",5.5     
CN1800100000000,18,001,"Adams County, IN",2014,,"16,404     ","15,653     ",751     ,4.6     
CN1800300000000,18,003,"Allen County, IN",2014,,"175,539     ","165,499     ","10,040     ",5.7     
CN1800500000000,18,005,"Bartholomew County, IN",2014,,"42,577     ","40,713     ","1,864     ",4.4     
CN1800700000000,18,007,"Benton County, IN",2014,,"4,470     ","4,228     ",242     ,5.4     
CN1800900000000,18,009,"Blackford County, IN",2014,,"5,260     ","4,871     ",389     ,7.4     
CN1801100000000,18,011,"Boone County, IN",2014,,"32,166     ","30,755     ","1,411     ",4.4     
CN1801300000000,18,013,"Brown County, IN",2014,,"7,352     ","6,913     ",439     ,6.0     
CN1801500000000,18,015,"Carroll County, IN",2014,,"9,875     ","9,359     ",516     ,5.2     
CN1801700000000,18,017,"Cass County, IN",2014,,"17,720     ","16,700     ","1,020     ",5.8     
CN1801900000000,18,019,"Clark County, IN",2014,,"57,572     ","54,466     ","3,106     ",5.4     
CN1802100000000,18,021,"Clay County, IN",2014,,"12,428     ","11,589     ",839     ,6.8     
CN1802300000000,18,023,"Clinton County, IN",2014,,"16,642     ","15,791     ",851     ,5.1     
CN1802500000000,18,025,"Crawford County, IN",2014,,"4,889     ","4,515     ",374     ,7.6     
CN1802700000000,18,027,"Daviess County, IN",2014,,"15,165     ","14,488     ",677     ,4.5     
CN1802900000000,18,029,"Dearborn County, IN",2014,,"25,097     ","23,449     ","1,648     ",6.6     
CN1803100000000,18,031,"Decatur County, IN",2014,,"14,172     ","13,476     ",696     ,4.9     
CN1803300000000,18,033,"DeKalb County, IN",2014,,"21,244     ","20,138     ","1,106     ",5.2     
CN1803500000000,18,035,"Delaware County, IN",2014,,"53,553     ","49,804     ","3,749     ",7.0     
CN1803700000000,18,037,"Dubois County, IN",2014,,"22,024     ","21,129     ",895     ,4.1     
CN1803900000000,18,039,"Elkhart County, IN",2014,,"102,097     ","96,915     ","5,182     ",5.1     
CN1804100000000,18,041,"Fayette County, IN",2014,,"9,083     ","8,375     ",708     ,7.8     
CN1804300000000,18,043,"Floyd County, IN",2014,,"39,044     ","37,065     ","1,979     ",5.1     
CN1804500000000,18,045,"Fountain County, IN",2014,,"8,191     ","7,620     ",571     ,7.0     
CN1804700000000,18,047,"Franklin County, IN",2014,,"10,875     ","10,166     ",709     ,6.5     
CN1804900000000,18,049,"Fulton County, IN",2014,,"9,785     ","9,172     ",613     ,6.3     
CN1805100000000,18,051,"Gibson County, IN",2014,,"18,418     ","17,592     ",826     ,4.5     
CN1805300000000,18,053,"Grant County, IN",2014,,"32,633     ","30,397     ","2,236     ",6.9     
CN1805500000000,18,055,"Greene County, IN",2014,,"13,843     ","12,744     ","1,099     ",7.9     
CN1805700000000,18,057,"Hamilton County, IN",2014,,"160,997     ","154,456     ","6,541     ",4.1     
CN1805900000000,18,059,"Hancock County, IN",2014,,"36,584     ","34,692     ","1,892     ",5.2     
CN1806100000000,18,061,"Harrison County, IN",2014,,"19,028     ","17,965     ","1,063     ",5.6     
CN1806300000000,18,063,"Hendricks County, IN",2014,,"80,633     ","76,928     ","3,705     ",4.6     
CN1806500000000,18,065,"Henry County, IN",2014,,"21,449     ","19,989     ","1,460     ",6.8     
CN1806700000000,18,067,"Howard County, IN",2014,,"36,907     ","34,595     ","2,312     ",6.3     
CN1806900000000,18,069,"Huntington County, IN",2014,,"18,538     ","17,464     ","1,074     ",5.8     
CN1807100000000,18,071,"Jackson County, IN",2014,,"21,304     ","20,241     ","1,063     ",5.0     
CN1807300000000,18,073,"Jasper County, IN",2014,,"16,128     ","15,053     ","1,075     ",6.7     
CN1807500000000,18,075,"Jay County, IN",2014,,"10,094     ","9,509     ",585     ,5.8     
CN1807700000000,18,077,"Jefferson County, IN",2014,,"15,050     ","14,138     ",912     ,6.1     
CN1807900000000,18,079,"Jennings County, IN",2014,,"13,079     ","12,205     ",874     ,6.7     
CN1808100000000,18,081,"Johnson County, IN",2014,,"75,466     ","71,714     ","3,752     ",5.0     
CN1808300000000,18,083,"Knox County, IN",2014,,"18,829     ","17,847     ",982     ,5.2     
CN1808500000000,18,085,"Kosciusko County, IN",2014,,"40,293     ","38,325     ","1,968     ",4.9     
CN1808700000000,18,087,"LaGrange County, IN",2014,,"18,209     ","17,397     ",812     ,4.5     
CN1808900000000,18,089,"Lake County, IN",2014,,"230,390     ","212,208     ","18,182     ",7.9     
CN1809100000000,18,091,"LaPorte County, IN",2014,,"48,844     ","45,116     ","3,728     ",7.6     
CN1809300000000,18,093,"Lawrence County, IN",2014,,"20,366     ","18,722     ","1,644     ",8.1     
CN1809500000000,18,095,"Madison County, IN",2014,,"57,897     ","53,773     ","4,124     ",7.1     
CN1809700000000,18,097,"Marion County, IN",2014,,"467,242     ","436,752     ","30,490     ",6.5     
CN1809900000000,18,099,"Marshall County, IN",2014,,"23,704     ","22,407     ","1,297     ",5.5     
CN1810100000000,18,101,"Martin County, IN",2014,,"4,951     ","4,687     ",264     ,5.3     
CN1810300000000,18,103,"Miami County, IN",2014,,"15,661     ","14,627     ","1,034     ",6.6     
CN1810500000000,18,105,"Monroe County, IN",2014,,"67,448     ","63,593     ","3,855     ",5.7     
CN1810700000000,18,107,"Montgomery County, IN",2014,,"18,681     ","17,672     ","1,009     ",5.4     
CN1810900000000,18,109,"Morgan County, IN",2014,,"34,969     ","32,939     ","2,030     ",5.8     
CN1811100000000,18,111,"Newton County, IN",2014,,"6,942     ","6,458     ",484     ,7.0     
CN1811300000000,18,113,"Noble County, IN",2014,,"23,119     ","21,919     ","1,200     ",5.2     
CN1811500000000,18,115,"Ohio County, IN",2014,,"3,217     ","2,995     ",222     ,6.9     
CN1811700000000,18,117,"Orange County, IN",2014,,"8,534     ","7,875     ",659     ,7.7     
CN1811900000000,18,119,"Owen County, IN",2014,,"9,475     ","8,708     ",767     ,8.1     
CN1812100000000,18,121,"Parke County, IN",2014,,"6,945     ","6,461     ",484     ,7.0     
CN1812300000000,18,123,"Perry County, IN",2014,,"9,171     ","8,635     ",536     ,5.8     
CN1812500000000,18,125,"Pike County, IN",2014,,"6,342     ","6,021     ",321     ,5.1     
CN1812700000000,18,127,"Porter County, IN",2014,,"83,965     ","78,763     ","5,202     ",6.2     
CN1812900000000,18,129,"Posey County, IN",2014,,"13,146     ","12,518     ",628     ,4.8     
CN1813100000000,18,131,"Pulaski County, IN",2014,,"6,191     ","5,857     ",334     ,5.4     
CN1813300000000,18,133,"Putnam County, IN",2014,,"16,258     ","15,180     ","1,078     ",6.6     
CN1813500000000,18,135,"Randolph County, IN",2014,,"12,480     ","11,672     ",808     ,6.5     
CN1813700000000,18,137,"Ripley County, IN",2014,,"13,629     ","12,731     ",898     ,6.6     
CN1813900000000,18,139,"Rush County, IN",2014,,"8,525     ","8,046     ",479     ,5.6     
CN1814100000000,18,141,"St. Joseph County, IN",2014,,"128,667     ","120,252     ","8,415     ",6.5     
CN1814300000000,18,143,"Scott County, IN",2014,,"10,182     ","9,490     ",692     ,6.8     
CN1814500000000,18,145,"Shelby County, IN",2014,,"22,420     ","21,146     ","1,274     ",5.7     
CN1814700000000,18,147,"Spencer County, IN",2014,,"10,739     ","10,188     ",551     ,5.1     
CN1814900000000,18,149,"Starke County, IN",2014,,"10,225     ","9,485     ",740     ,7.2     
CN1815100000000,18,151,"Steuben County, IN",2014,,"19,796     ","18,840     ",956     ,4.8     
CN1815300000000,18,153,"Sullivan County, IN",2014,,"8,643     ","8,025     ",618     ,7.2     
CN1815500000000,18,155,"Switzerland County, IN",2014,,"4,800     ","4,517     ",283     ,5.9     
CN1815700000000,18,157,"Tippecanoe County, IN",2014,,"91,257     ","86,672     ","4,585     ",5.0     
CN1815900000000,18,159,"Tipton County, IN",2014,,"8,160     ","7,737     ",423     ,5.2     
CN1816100000000,18,161,"Union County, IN",2014,,"3,541     ","3,342     ",199     ,5.6     
CN1816300000000,18,163,"Vanderburgh County, IN",2014,,"92,029     ","87,069     ","4,960     ",5.4     
CN1816500000000,18,165,"Vermillion County, IN",2014,,"7,222     ","6,602     ",620     ,8.6     
CN1816700000000,18,167,"Vigo County, IN",2014,,"49,446     ","45,689     ","3,757     ",7.6     
CN1816900000000,18,169,"Wabash County, IN",2014,,"15,461     ","14,601     ",860     ,5.6     
CN1817100000000,18,171,"Warren County, IN",2014,,"4,093     ","3,844     ",249     ,6.1     
CN1817300000000,18,173,"Warrick County, IN",2014,,"31,166     ","29,637     ","1,529     ",4.9     
CN1817500000000,18,175,"Washington County, IN",2014,,"13,310     ","12,425     ",885     ,6.6     
CN1817700000000,18,177,"Wayne County, IN",2014,,"30,901     ","28,887     ","2,014     ",6.5     
CN1817900000000,18,179,"Wells County, IN",2014,,"13,749     ","13,090     ",659     ,4.8     
CN1818100000000,18,181,"White County, IN",2014,,"13,445     ","12,763     ",682     ,5.1     
CN1818300000000,18,183,"Whitley County, IN",2014,,"16,831     ","15,963     ",868     ,5.2     
CN1900100000000,19,001,"Adair County, IA",2014,,"4,158     ","3,991     ",167     ,4.0     
CN1900300000000,19,003,"Adams County, IA",2014,,"2,215     ","2,141     ",74     ,3.3     
CN1900500000000,19,005,"Allamakee County, IA",2014,,"7,715     ","7,280     ",435     ,5.6     
CN1900700000000,19,007,"Appanoose County, IA",2014,,"6,159     ","5,807     ",352     ,5.7     
CN1900900000000,19,009,"Audubon County, IA",2014,,"3,263     ","3,123     ",140     ,4.3     
CN1901100000000,19,011,"Benton County, IA",2014,,"13,882     ","13,242     ",640     ,4.6     
CN1901300000000,19,013,"Black Hawk County, IA",2014,,"72,258     ","68,715     ","3,543     ",4.9     
CN1901500000000,19,015,"Boone County, IA",2014,,"15,214     ","14,697     ",517     ,3.4     
CN1901700000000,19,017,"Bremer County, IA",2014,,"14,197     ","13,676     ",521     ,3.7     
CN1901900000000,19,019,"Buchanan County, IA",2014,,"11,482     ","10,948     ",534     ,4.7     
CN1902100000000,19,021,"Buena Vista County, IA",2014,,"11,497     ","11,042     ",455     ,4.0     
CN1902300000000,19,023,"Butler County, IA",2014,,"8,391     ","8,037     ",354     ,4.2     
CN1902500000000,19,025,"Calhoun County, IA",2014,,"4,427     ","4,213     ",214     ,4.8     
CN1902700000000,19,027,"Carroll County, IA",2014,,"11,241     ","10,886     ",355     ,3.2     
CN1902900000000,19,029,"Cass County, IA",2014,,"7,394     ","7,074     ",320     ,4.3     
CN1903100000000,19,031,"Cedar County, IA",2014,,"10,940     ","10,518     ",422     ,3.9     
CN1903300000000,19,033,"Cerro Gordo County, IA",2014,,"23,266     ","22,186     ","1,080     ",4.6     
CN1903500000000,19,035,"Cherokee County, IA",2014,,"6,640     ","6,302     ",338     ,5.1     
CN1903700000000,19,037,"Chickasaw County, IA",2014,,"6,488     ","6,181     ",307     ,4.7     
CN1903900000000,19,039,"Clarke County, IA",2014,,"4,684     ","4,475     ",209     ,4.5     
CN1904100000000,19,041,"Clay County, IA",2014,,"8,955     ","8,581     ",374     ,4.2     
CN1904300000000,19,043,"Clayton County, IA",2014,,"10,204     ","9,695     ",509     ,5.0     
CN1904500000000,19,045,"Clinton County, IA",2014,,"24,802     ","23,500     ","1,302     ",5.2     
CN1904700000000,19,047,"Crawford County, IA",2014,,"8,745     ","8,389     ",356     ,4.1     
CN1904900000000,19,049,"Dallas County, IA",2014,,"42,774     ","41,369     ","1,405     ",3.3     
CN1905100000000,19,051,"Davis County, IA",2014,,"4,116     ","3,905     ",211     ,5.1     
CN1905300000000,19,053,"Decatur County, IA",2014,,"4,446     ","4,278     ",168     ,3.8     
CN1905500000000,19,055,"Delaware County, IA",2014,,"10,541     ","10,143     ",398     ,3.8     
CN1905700000000,19,057,"Des Moines County, IA",2014,,"20,869     ","19,824     ","1,045     ",5.0     
CN1905900000000,19,059,"Dickinson County, IA",2014,,"9,725     ","9,270     ",455     ,4.7     
CN1906100000000,19,061,"Dubuque County, IA",2014,,"55,648     ","53,351     ","2,297     ",4.1     
CN1906300000000,19,063,"Emmet County, IA",2014,,"5,742     ","5,515     ",227     ,4.0     
CN1906500000000,19,065,"Fayette County, IA",2014,,"10,808     ","10,267     ",541     ,5.0     
CN1906700000000,19,067,"Floyd County, IA",2014,,"8,421     ","8,041     ",380     ,4.5     
CN1906900000000,19,069,"Franklin County, IA",2014,,"5,986     ","5,749     ",237     ,4.0     
CN1907100000000,19,071,"Fremont County, IA",2014,,"4,175     ","4,014     ",161     ,3.9     
CN1907300000000,19,073,"Greene County, IA",2014,,"5,281     ","5,068     ",213     ,4.0     
CN1907500000000,19,075,"Grundy County, IA",2014,,"6,733     ","6,453     ",280     ,4.2     
CN1907700000000,19,077,"Guthrie County, IA",2014,,"5,619     ","5,373     ",246     ,4.4     
CN1907900000000,19,079,"Hamilton County, IA",2014,,"7,109     ","6,787     ",322     ,4.5     
CN1908100000000,19,081,"Hancock County, IA",2014,,"6,306     ","6,098     ",208     ,3.3     
CN1908300000000,19,083,"Hardin County, IA",2014,,"8,721     ","8,344     ",377     ,4.3     
CN1908500000000,19,085,"Harrison County, IA",2014,,"7,548     ","7,246     ",302     ,4.0     
CN1908700000000,19,087,"Henry County, IA",2014,,"9,558     ","9,139     ",419     ,4.4     
CN1908900000000,19,089,"Howard County, IA",2014,,"5,323     ","5,108     ",215     ,4.0     
CN1909100000000,19,091,"Humboldt County, IA",2014,,"5,268     ","5,068     ",200     ,3.8     
CN1909300000000,19,093,"Ida County, IA",2014,,"3,895     ","3,756     ",139     ,3.6     
CN1909500000000,19,095,"Iowa County, IA",2014,,"10,222     ","9,795     ",427     ,4.2     
CN1909700000000,19,097,"Jackson County, IA",2014,,"11,035     ","10,477     ",558     ,5.1     
CN1909900000000,19,099,"Jasper County, IA",2014,,"19,356     ","18,501     ",855     ,4.4     
CN1910100000000,19,101,"Jefferson County, IA",2014,,"9,093     ","8,697     ",396     ,4.4     
CN1910300000000,19,103,"Johnson County, IA",2014,,"84,150     ","81,559     ","2,591     ",3.1     
CN1910500000000,19,105,"Jones County, IA",2014,,"10,810     ","10,278     ",532     ,4.9     
CN1910700000000,19,107,"Keokuk County, IA",2014,,"5,524     ","5,280     ",244     ,4.4     
CN1910900000000,19,109,"Kossuth County, IA",2014,,"8,675     ","8,397     ",278     ,3.2     
CN1911100000000,19,111,"Lee County, IA",2014,,"17,759     ","16,714     ","1,045     ",5.9     
CN1911300000000,19,113,"Linn County, IA",2014,,"121,179     ","115,865     ","5,314     ",4.4     
CN1911500000000,19,115,"Louisa County, IA",2014,,"5,942     ","5,675     ",267     ,4.5     
CN1911700000000,19,117,"Lucas County, IA",2014,,"4,317     ","4,149     ",168     ,3.9     
CN1911900000000,19,119,"Lyon County, IA",2014,,"7,026     ","6,847     ",179     ,2.5     
CN1912100000000,19,121,"Madison County, IA",2014,,"8,243     ","7,870     ",373     ,4.5     
CN1912300000000,19,123,"Mahaska County, IA",2014,,"11,877     ","11,356     ",521     ,4.4     
CN1912500000000,19,125,"Marion County, IA",2014,,"17,462     ","16,797     ",665     ,3.8     
CN1912700000000,19,127,"Marshall County, IA",2014,,"19,863     ","18,793     ","1,070     ",5.4     
CN1912900000000,19,129,"Mills County, IA",2014,,"7,409     ","7,085     ",324     ,4.4     
CN1913100000000,19,131,"Mitchell County, IA",2014,,"5,469     ","5,274     ",195     ,3.6     
CN1913300000000,19,133,"Monona County, IA",2014,,"4,763     ","4,526     ",237     ,5.0     
CN1913500000000,19,135,"Monroe County, IA",2014,,"4,080     ","3,875     ",205     ,5.0     
CN1913700000000,19,137,"Montgomery County, IA",2014,,"5,170     ","4,957     ",213     ,4.1     
CN1913900000000,19,139,"Muscatine County, IA",2014,,"22,149     ","21,145     ","1,004     ",4.5     
CN1914100000000,19,141,"O'Brien County, IA",2014,,"8,249     ","7,980     ",269     ,3.3     
CN1914300000000,19,143,"Osceola County, IA",2014,,"3,465     ","3,350     ",115     ,3.3     
CN1914500000000,19,145,"Page County, IA",2014,,"6,608     ","6,315     ",293     ,4.4     
CN1914700000000,19,147,"Palo Alto County, IA",2014,,"4,860     ","4,685     ",175     ,3.6     
CN1914900000000,19,149,"Plymouth County, IA",2014,,"14,686     ","14,183     ",503     ,3.4     
CN1915100000000,19,151,"Pocahontas County, IA",2014,,"4,334     ","4,183     ",151     ,3.5     
CN1915300000000,19,153,"Polk County, IA",2014,,"256,028     ","245,209     ","10,819     ",4.2     
CN1915500000000,19,155,"Pottawattamie County, IA",2014,,"49,263     ","47,151     ","2,112     ",4.3     
CN1915700000000,19,157,"Poweshiek County, IA",2014,,"10,420     ","9,977     ",443     ,4.3     
CN1915900000000,19,159,"Ringgold County, IA",2014,,"2,535     ","2,437     ",98     ,3.9     
CN1916100000000,19,161,"Sac County, IA",2014,,"5,564     ","5,346     ",218     ,3.9     
CN1916300000000,19,163,"Scott County, IA",2014,,"88,611     ","83,997     ","4,614     ",5.2     
CN1916500000000,19,165,"Shelby County, IA",2014,,"7,063     ","6,842     ",221     ,3.1     
CN1916700000000,19,167,"Sioux County, IA",2014,,"20,162     ","19,570     ",592     ,2.9     
CN1916900000000,19,169,"Story County, IA",2014,,"56,709     ","55,073     ","1,636     ",2.9     
CN1917100000000,19,171,"Tama County, IA",2014,,"9,252     ","8,764     ",488     ,5.3     
CN1917300000000,19,173,"Taylor County, IA",2014,,"3,247     ","3,128     ",119     ,3.7     
CN1917500000000,19,175,"Union County, IA",2014,,"6,825     ","6,504     ",321     ,4.7     
CN1917700000000,19,177,"Van Buren County, IA",2014,,"3,920     ","3,743     ",177     ,4.5     
CN1917900000000,19,179,"Wapello County, IA",2014,,"18,166     ","17,170     ",996     ,5.5     
CN1918100000000,19,181,"Warren County, IA",2014,,"26,810     ","25,749     ","1,061     ",4.0     
CN1918300000000,19,183,"Washington County, IA",2014,,"12,341     ","11,897     ",444     ,3.6     
CN1918500000000,19,185,"Wayne County, IA",2014,,"2,877     ","2,732     ",145     ,5.0     
CN1918700000000,19,187,"Webster County, IA",2014,,"19,856     ","18,896     ",960     ,4.8     
CN1918900000000,19,189,"Winnebago County, IA",2014,,"5,232     ","5,012     ",220     ,4.2     
CN1919100000000,19,191,"Winneshiek County, IA",2014,,"12,078     ","11,565     ",513     ,4.2     
CN1919300000000,19,193,"Woodbury County, IA",2014,,"56,036     ","53,581     ","2,455     ",4.4     
CN1919500000000,19,195,"Worth County, IA",2014,,"4,211     ","4,020     ",191     ,4.5     
CN1919700000000,19,197,"Wright County, IA",2014,,"6,960     ","6,676     ",284     ,4.1     
CN2000100000000,20,001,"Allen County, KS",2014,,"6,806     ","6,460     ",346     ,5.1     
CN2000300000000,20,003,"Anderson County, KS",2014,,"4,187     ","3,971     ",216     ,5.2     
CN2000500000000,20,005,"Atchison County, KS",2014,,"7,631     ","7,135     ",496     ,6.5     
CN2000700000000,20,007,"Barber County, KS",2014,,"2,715     ","2,632     ",83     ,3.1     
CN2000900000000,20,009,"Barton County, KS",2014,,"15,455     ","14,906     ",549     ,3.6     
CN2001100000000,20,011,"Bourbon County, KS",2014,,"7,093     ","6,720     ",373     ,5.3     
CN2001300000000,20,013,"Brown County, KS",2014,,"5,407     ","5,186     ",221     ,4.1     
CN2001500000000,20,015,"Butler County, KS",2014,,"31,944     ","30,387     ","1,557     ",4.9     
CN2001700000000,20,017,"Chase County, KS",2014,,"1,232     ","1,182     ",50     ,4.1     
CN2001900000000,20,019,"Chautauqua County, KS",2014,,"1,577     ","1,491     ",86     ,5.5     
CN2002100000000,20,021,"Cherokee County, KS",2014,,"10,349     ","9,828     ",521     ,5.0     
CN2002300000000,20,023,"Cheyenne County, KS",2014,,"1,314     ","1,273     ",41     ,3.1     
CN2002500000000,20,025,"Clark County, KS",2014,,"1,143     ","1,113     ",30     ,2.6     
CN2002700000000,20,027,"Clay County, KS",2014,,"4,169     ","3,985     ",184     ,4.4     
CN2002900000000,20,029,"Cloud County, KS",2014,,"4,389     ","4,204     ",185     ,4.2     
CN2003100000000,20,031,"Coffey County, KS",2014,,"4,893     ","4,614     ",279     ,5.7     
CN2003300000000,20,033,"Comanche County, KS",2014,,978     ,948     ,30     ,3.1     
CN2003500000000,20,035,"Cowley County, KS",2014,,"17,260     ","16,460     ",800     ,4.6     
CN2003700000000,20,037,"Crawford County, KS",2014,,"19,132     ","18,108     ","1,024     ",5.4     
CN2003900000000,20,039,"Decatur County, KS",2014,,"1,352     ","1,305     ",47     ,3.5     
CN2004100000000,20,041,"Dickinson County, KS",2014,,"9,719     ","9,227     ",492     ,5.1     
CN2004300000000,20,043,"Doniphan County, KS",2014,,"4,294     ","4,101     ",193     ,4.5     
CN2004500000000,20,045,"Douglas County, KS",2014,,"64,633     ","61,994     ","2,639     ",4.1     
CN2004700000000,20,047,"Edwards County, KS",2014,,"1,605     ","1,552     ",53     ,3.3     
CN2004900000000,20,049,"Elk County, KS",2014,,"1,308     ","1,241     ",67     ,5.1     
CN2005100000000,20,051,"Ellis County, KS",2014,,"17,905     ","17,412     ",493     ,2.8     
CN2005300000000,20,053,"Ellsworth County, KS",2014,,"3,445     ","3,343     ",102     ,3.0     
CN2005500000000,20,055,"Finney County, KS",2014,,"20,196     ","19,503     ",693     ,3.4     
CN2005700000000,20,057,"Ford County, KS",2014,,"18,174     ","17,483     ",691     ,3.8     
CN2005900000000,20,059,"Franklin County, KS",2014,,"14,049     ","13,331     ",718     ,5.1     
CN2006100000000,20,061,"Geary County, KS",2014,,"12,332     ","11,431     ",901     ,7.3     
CN2006300000000,20,063,"Gove County, KS",2014,,"1,483     ","1,444     ",39     ,2.6     
CN2006500000000,20,065,"Graham County, KS",2014,,"1,312     ","1,269     ",43     ,3.3     
CN2006700000000,20,067,"Grant County, KS",2014,,"3,936     ","3,802     ",134     ,3.4     
CN2006900000000,20,069,"Gray County, KS",2014,,"3,494     ","3,400     ",94     ,2.7     
CN2007100000000,20,071,"Greeley County, KS",2014,,897     ,878     ,19     ,2.1     
CN2007300000000,20,073,"Greenwood County, KS",2014,,"3,327     ","3,177     ",150     ,4.5     
CN2007500000000,20,075,"Hamilton County, KS",2014,,"1,662     ","1,623     ",39     ,2.3     
CN2007700000000,20,077,"Harper County, KS",2014,,"2,979     ","2,869     ",110     ,3.7     
CN2007900000000,20,079,"Harvey County, KS",2014,,"17,110     ","16,382     ",728     ,4.3     
CN2008100000000,20,081,"Haskell County, KS",2014,,"2,356     ","2,295     ",61     ,2.6     
CN2008300000000,20,083,"Hodgeman County, KS",2014,,"1,034     ",999     ,35     ,3.4     
CN2008500000000,20,085,"Jackson County, KS",2014,,"7,386     ","7,081     ",305     ,4.1     
CN2008700000000,20,087,"Jefferson County, KS",2014,,"10,215     ","9,722     ",493     ,4.8     
CN2008900000000,20,089,"Jewell County, KS",2014,,"1,380     ","1,326     ",54     ,3.9     
CN2009100000000,20,091,"Johnson County, KS",2014,,"320,747     ","308,630     ","12,117     ",3.8     
CN2009300000000,20,093,"Kearny County, KS",2014,,"2,117     ","2,052     ",65     ,3.1     
