LAUS,State_FIPS,County_FIPS,County_Name_State,Year,,Labor_Force,Employed,Unemployed,Unemployment_Rate
CN1804900000000,18,049,"Fulton County, IN",2016,,"9,883     ","9,420     ",463     ,4.7     
CN1805100000000,18,051,"Gibson County, IN",2016,,"19,188     ","18,493     ",695     ,3.6     
CN1805300000000,18,053,"Grant County, IN",2016,,"32,123     ","30,543     ","1,580     ",4.9     
CN1805500000000,18,055,"Greene County, IN",2016,,"13,734     ","12,837     ",897     ,6.5     
CN1805700000000,18,057,"Hamilton County, IN",2016,,"174,397     ","168,815     ","5,582     ",3.2     
CN1805900000000,18,059,"Hancock County, IN",2016,,"38,666     ","37,203     ","1,463     ",3.8     
CN1806100000000,18,061,"Harrison County, IN",2016,,"19,992     ","19,154     ",838     ,4.2     
CN1806300000000,18,063,"Hendricks County, IN",2016,,"85,739     ","82,747     ","2,992     ",3.5     
CN1806500000000,18,065,"Henry County, IN",2016,,"22,104     ","21,084     ","1,020     ",4.6     
CN1806700000000,18,067,"Howard County, IN",2016,,"38,061     ","36,289     ","1,772     ",4.7     
CN1806900000000,18,069,"Huntington County, IN",2016,,"18,676     ","17,920     ",756     ,4.0     
CN1807100000000,18,071,"Jackson County, IN",2016,,"22,334     ","21,518     ",816     ,3.7     
CN1807300000000,18,073,"Jasper County, IN",2016,,"16,560     ","15,680     ",880     ,5.3     
CN1807500000000,18,075,"Jay County, IN",2016,,"9,940     ","9,490     ",450     ,4.5     
CN1807700000000,18,077,"Jefferson County, IN",2016,,"15,278     ","14,567     ",711     ,4.7     
CN1807900000000,18,079,"Jennings County, IN",2016,,"13,258     ","12,629     ",629     ,4.7     
CN1808100000000,18,081,"Johnson County, IN",2016,,"80,210     ","77,298     ","2,912     ",3.6     
CN1808300000000,18,083,"Knox County, IN",2016,,"19,055     ","18,223     ",832     ,4.4     
CN1808500000000,18,085,"Kosciusko County, IN",2016,,"41,475     ","39,924     ","1,551     ",3.7     
CN1808700000000,18,087,"LaGrange County, IN",2016,,"19,414     ","18,745     ",669     ,3.4     
CN1808900000000,18,089,"Lake County, IN",2016,,"232,103     ","217,432     ","14,671     ",6.3     
CN1809100000000,18,091,"LaPorte County, IN",2016,,"48,624     ","45,767     ","2,857     ",5.9     
CN1809300000000,18,093,"Lawrence County, IN",2016,,"20,584     ","19,415     ","1,169     ",5.7     
CN1809500000000,18,095,"Madison County, IN",2016,,"58,937     ","55,968     ","2,969     ",5.0     
CN1809700000000,18,097,"Marion County, IN",2016,,"481,213     ","459,700     ","21,513     ",4.5     
CN1809900000000,18,099,"Marshall County, IN",2016,,"24,312     ","23,402     ",910     ,3.7     
CN1810100000000,18,101,"Martin County, IN",2016,,"5,147     ","4,937     ",210     ,4.1     
CN1810300000000,18,103,"Miami County, IN",2016,,"16,078     ","15,319     ",759     ,4.7     
CN1810500000000,18,105,"Monroe County, IN",2016,,"67,952     ","64,798     ","3,154     ",4.6     
CN1810700000000,18,107,"Montgomery County, IN",2016,,"19,148     ","18,412     ",736     ,3.8     
CN1810900000000,18,109,"Morgan County, IN",2016,,"36,019     ","34,489     ","1,530     ",4.2     
CN1811100000000,18,111,"Newton County, IN",2016,,"7,034     ","6,641     ",393     ,5.6     
CN1811300000000,18,113,"Noble County, IN",2016,,"23,317     ","22,372     ",945     ,4.1     
CN1811500000000,18,115,"Ohio County, IN",2016,,"3,225     ","3,066     ",159     ,4.9     
CN1811700000000,18,117,"Orange County, IN",2016,,"8,874     ","8,425     ",449     ,5.1     
CN1811900000000,18,119,"Owen County, IN",2016,,"9,255     ","8,741     ",514     ,5.6     
CN1812100000000,18,121,"Parke County, IN",2016,,"7,263     ","6,885     ",378     ,5.2     
CN1812300000000,18,123,"Perry County, IN",2016,,"9,456     ","9,025     ",431     ,4.6     
CN1812500000000,18,125,"Pike County, IN",2016,,"6,328     ","6,053     ",275     ,4.3     
CN1812700000000,18,127,"Porter County, IN",2016,,"86,221     ","81,811     ","4,410     ",5.1     
CN1812900000000,18,129,"Posey County, IN",2016,,"13,444     ","12,914     ",530     ,3.9     
CN1813100000000,18,131,"Pulaski County, IN",2016,,"6,376     ","6,091     ",285     ,4.5     
CN1813300000000,18,133,"Putnam County, IN",2016,,"16,594     ","15,847     ",747     ,4.5     
CN1813500000000,18,135,"Randolph County, IN",2016,,"12,662     ","12,093     ",569     ,4.5     
CN1813700000000,18,137,"Ripley County, IN",2016,,"14,057     ","13,414     ",643     ,4.6     
CN1813900000000,18,139,"Rush County, IN",2016,,"8,973     ","8,636     ",337     ,3.8     
CN1814100000000,18,141,"St. Joseph County, IN",2016,,"134,050     ","127,987     ","6,063     ",4.5     
CN1814300000000,18,143,"Scott County, IN",2016,,"10,495     ","9,987     ",508     ,4.8     
CN1814500000000,18,145,"Shelby County, IN",2016,,"22,943     ","22,028     ",915     ,4.0     
CN1814700000000,18,147,"Spencer County, IN",2016,,"10,970     ","10,520     ",450     ,4.1     
CN1814900000000,18,149,"Starke County, IN",2016,,"10,855     ","10,267     ",588     ,5.4     
CN1815100000000,18,151,"Steuben County, IN",2016,,"20,072     ","19,338     ",734     ,3.7     
CN1815300000000,18,153,"Sullivan County, IN",2016,,"8,695     ","8,185     ",510     ,5.9     
CN1815500000000,18,155,"Switzerland County, IN",2016,,"4,994     ","4,751     ",243     ,4.9     
CN1815700000000,18,157,"Tippecanoe County, IN",2016,,"94,337     ","90,512     ","3,825     ",4.1     
CN1815900000000,18,159,"Tipton County, IN",2016,,"8,524     ","8,196     ",328     ,3.8     
CN1816100000000,18,161,"Union County, IN",2016,,"3,635     ","3,488     ",147     ,4.0     
CN1816300000000,18,163,"Vanderburgh County, IN",2016,,"93,179     ","89,352     ","3,827     ",4.1     
CN1816500000000,18,165,"Vermillion County, IN",2016,,"7,267     ","6,789     ",478     ,6.6     
CN1816700000000,18,167,"Vigo County, IN",2016,,"49,352     ","46,695     ","2,657     ",5.4     
CN1816900000000,18,169,"Wabash County, IN",2016,,"15,471     ","14,812     ",659     ,4.3     
CN1817100000000,18,171,"Warren County, IN",2016,,"4,108     ","3,910     ",198     ,4.8     
CN1817300000000,18,173,"Warrick County, IN",2016,,"32,466     ","31,156     ","1,310     ",4.0     
CN1817500000000,18,175,"Washington County, IN",2016,,"13,705     ","13,080     ",625     ,4.6     
CN1817700000000,18,177,"Wayne County, IN",2016,,"30,933     ","29,453     ","1,480     ",4.8     
CN1817900000000,18,179,"Wells County, IN",2016,,"14,161     ","13,657     ",504     ,3.6     
CN1818100000000,18,181,"White County, IN",2016,,"13,636     ","13,094     ",542     ,4.0     
CN1818300000000,18,183,"Whitley County, IN",2016,,"17,226     ","16,557     ",669     ,3.9     
CN1900100000000,19,001,"Adair County, IA",2016,,"4,238     ","4,113     ",125     ,2.9     
CN1900300000000,19,003,"Adams County, IA",2016,,"2,219     ","2,161     ",58     ,2.6     
CN1900500000000,19,005,"Allamakee County, IA",2016,,"7,678     ","7,299     ",379     ,4.9     
CN1900700000000,19,007,"Appanoose County, IA",2016,,"6,166     ","5,875     ",291     ,4.7     
CN1900900000000,19,009,"Audubon County, IA",2016,,"3,280     ","3,172     ",108     ,3.3     
CN1901100000000,19,011,"Benton County, IA",2016,,"13,615     ","13,125     ",490     ,3.6     
CN1901300000000,19,013,"Black Hawk County, IA",2016,,"69,355     ","66,150     ","3,205     ",4.6     
CN1901500000000,19,015,"Boone County, IA",2016,,"15,132     ","14,711     ",421     ,2.8     
CN1901700000000,19,017,"Bremer County, IA",2016,,"13,923     ","13,427     ",496     ,3.6     
CN1901900000000,19,019,"Buchanan County, IA",2016,,"11,215     ","10,755     ",460     ,4.1     
CN1902100000000,19,021,"Buena Vista County, IA",2016,,"11,526     ","11,121     ",405     ,3.5     
CN1902300000000,19,023,"Butler County, IA",2016,,"8,039     ","7,690     ",349     ,4.3     
CN1902500000000,19,025,"Calhoun County, IA",2016,,"4,527     ","4,357     ",170     ,3.8     
CN1902700000000,19,027,"Carroll County, IA",2016,,"11,291     ","11,003     ",288     ,2.6     
CN1902900000000,19,029,"Cass County, IA",2016,,"7,273     ","7,036     ",237     ,3.3     
CN1903100000000,19,031,"Cedar County, IA",2016,,"10,871     ","10,511     ",360     ,3.3     
CN1903300000000,19,033,"Cerro Gordo County, IA",2016,,"23,145     ","22,316     ",829     ,3.6     
CN1903500000000,19,035,"Cherokee County, IA",2016,,"6,328     ","6,099     ",229     ,3.6     
CN1903700000000,19,037,"Chickasaw County, IA",2016,,"6,433     ","6,149     ",284     ,4.4     
CN1903900000000,19,039,"Clarke County, IA",2016,,"4,837     ","4,674     ",163     ,3.4     
CN1904100000000,19,041,"Clay County, IA",2016,,"8,730     ","8,394     ",336     ,3.8     
CN1904300000000,19,043,"Clayton County, IA",2016,,"10,314     ","9,877     ",437     ,4.2     
CN1904500000000,19,045,"Clinton County, IA",2016,,"23,827     ","22,654     ","1,173     ",4.9     
CN1904700000000,19,047,"Crawford County, IA",2016,,"8,447     ","7,987     ",460     ,5.4     
CN1904900000000,19,049,"Dallas County, IA",2016,,"45,876     ","44,671     ","1,205     ",2.6     
CN1905100000000,19,051,"Davis County, IA",2016,,"4,295     ","4,113     ",182     ,4.2     
CN1905300000000,19,053,"Decatur County, IA",2016,,"4,411     ","4,270     ",141     ,3.2     
CN1905500000000,19,055,"Delaware County, IA",2016,,"10,741     ","10,370     ",371     ,3.5     
CN1905700000000,19,057,"Des Moines County, IA",2016,,"20,064     ","19,076     ",988     ,4.9     
CN1905900000000,19,059,"Dickinson County, IA",2016,,"10,314     ","9,872     ",442     ,4.3     
CN1906100000000,19,061,"Dubuque County, IA",2016,,"54,754     ","52,810     ","1,944     ",3.6     
CN1906300000000,19,063,"Emmet County, IA",2016,,"5,603     ","5,365     ",238     ,4.2     
CN1906500000000,19,065,"Fayette County, IA",2016,,"10,725     ","10,250     ",475     ,4.4     
CN1906700000000,19,067,"Floyd County, IA",2016,,"8,702     ","8,385     ",317     ,3.6     
CN1906900000000,19,069,"Franklin County, IA",2016,,"5,952     ","5,746     ",206     ,3.5     
CN1907100000000,19,071,"Fremont County, IA",2016,,"3,993     ","3,862     ",131     ,3.3     
CN1907300000000,19,073,"Greene County, IA",2016,,"5,673     ","5,496     ",177     ,3.1     
CN1907500000000,19,075,"Grundy County, IA",2016,,"6,643     ","6,414     ",229     ,3.4     
CN1907700000000,19,077,"Guthrie County, IA",2016,,"5,631     ","5,429     ",202     ,3.6     
CN1907900000000,19,079,"Hamilton County, IA",2016,,"7,150     ","6,881     ",269     ,3.8     
CN1908100000000,19,081,"Hancock County, IA",2016,,"6,398     ","6,226     ",172     ,2.7     
CN1908300000000,19,083,"Hardin County, IA",2016,,"8,584     ","8,250     ",334     ,3.9     
CN1908500000000,19,085,"Harrison County, IA",2016,,"7,459     ","7,208     ",251     ,3.4     
CN1908700000000,19,087,"Henry County, IA",2016,,"9,574     ","9,235     ",339     ,3.5     
CN1908900000000,19,089,"Howard County, IA",2016,,"5,336     ","5,145     ",191     ,3.6     
CN1909100000000,19,091,"Humboldt County, IA",2016,,"5,394     ","5,238     ",156     ,2.9     
CN1909300000000,19,093,"Ida County, IA",2016,,"4,030     ","3,927     ",103     ,2.6     
CN1909500000000,19,095,"Iowa County, IA",2016,,"10,572     ","10,244     ",328     ,3.1     
CN1909700000000,19,097,"Jackson County, IA",2016,,"11,077     ","10,614     ",463     ,4.2     
CN1909900000000,19,099,"Jasper County, IA",2016,,"19,271     ","18,588     ",683     ,3.5     
CN1910100000000,19,101,"Jefferson County, IA",2016,,"9,196     ","8,860     ",336     ,3.7     
CN1910300000000,19,103,"Johnson County, IA",2016,,"84,422     ","82,240     ","2,182     ",2.6     
CN1910500000000,19,105,"Jones County, IA",2016,,"10,701     ","10,244     ",457     ,4.3     
CN1910700000000,19,107,"Keokuk County, IA",2016,,"5,327     ","5,099     ",228     ,4.3     
CN1910900000000,19,109,"Kossuth County, IA",2016,,"8,906     ","8,673     ",233     ,2.6     
CN1911100000000,19,111,"Lee County, IA",2016,,"17,484     ","16,431     ","1,053     ",6.0     
CN1911300000000,19,113,"Linn County, IA",2016,,"118,954     ","114,600     ","4,354     ",3.7     
CN1911500000000,19,115,"Louisa County, IA",2016,,"6,111     ","5,872     ",239     ,3.9     
CN1911700000000,19,117,"Lucas County, IA",2016,,"4,388     ","4,249     ",139     ,3.2     
CN1911900000000,19,119,"Lyon County, IA",2016,,"7,096     ","6,952     ",144     ,2.0     
CN1912100000000,19,121,"Madison County, IA",2016,,"8,261     ","7,969     ",292     ,3.5     
CN1912300000000,19,123,"Mahaska County, IA",2016,,"11,815     ","11,377     ",438     ,3.7     
CN1912500000000,19,125,"Marion County, IA",2016,,"17,469     ","16,944     ",525     ,3.0     
CN1912700000000,19,127,"Marshall County, IA",2016,,"19,159     ","18,224     ",935     ,4.9     
CN1912900000000,19,129,"Mills County, IA",2016,,"7,416     ","7,147     ",269     ,3.6     
CN1913100000000,19,131,"Mitchell County, IA",2016,,"5,887     ","5,733     ",154     ,2.6     
CN1913300000000,19,133,"Monona County, IA",2016,,"4,732     ","4,539     ",193     ,4.1     
CN1913500000000,19,135,"Monroe County, IA",2016,,"3,962     ","3,780     ",182     ,4.6     
CN1913700000000,19,137,"Montgomery County, IA",2016,,"5,119     ","4,939     ",180     ,3.5     
CN1913900000000,19,139,"Muscatine County, IA",2016,,"22,461     ","21,608     ",853     ,3.8     
CN1914100000000,19,141,"O'Brien County, IA",2016,,"8,371     ","8,140     ",231     ,2.8     
CN1914300000000,19,143,"Osceola County, IA",2016,,"3,647     ","3,551     ",96     ,2.6     
CN1914500000000,19,145,"Page County, IA",2016,,"6,475     ","6,151     ",324     ,5.0     
CN1914700000000,19,147,"Palo Alto County, IA",2016,,"4,973     ","4,819     ",154     ,3.1     
CN1914900000000,19,149,"Plymouth County, IA",2016,,"15,028     ","14,645     ",383     ,2.5     
CN1915100000000,19,151,"Pocahontas County, IA",2016,,"4,323     ","4,200     ",123     ,2.8     
CN1915300000000,19,153,"Polk County, IA",2016,,"257,675     ","248,763     ","8,912     ",3.5     
CN1915500000000,19,155,"Pottawattamie County, IA",2016,,"48,330     ","46,694     ","1,636     ",3.4     
CN1915700000000,19,157,"Poweshiek County, IA",2016,,"10,438     ","10,080     ",358     ,3.4     
CN1915900000000,19,159,"Ringgold County, IA",2016,,"2,610     ","2,519     ",91     ,3.5     
CN1916100000000,19,161,"Sac County, IA",2016,,"5,502     ","5,337     ",165     ,3.0     
CN1916300000000,19,163,"Scott County, IA",2016,,"86,457     ","82,537     ","3,920     ",4.5     
CN1916500000000,19,165,"Shelby County, IA",2016,,"6,832     ","6,632     ",200     ,2.9     
CN1916700000000,19,167,"Sioux County, IA",2016,,"20,713     ","20,239     ",474     ,2.3     
CN1916900000000,19,169,"Story County, IA",2016,,"57,038     ","55,706     ","1,332     ",2.3     
CN1917100000000,19,171,"Tama County, IA",2016,,"9,780     ","9,372     ",408     ,4.2     
CN1917300000000,19,173,"Taylor County, IA",2016,,"3,234     ","3,139     ",95     ,2.9     
CN1917500000000,19,175,"Union County, IA",2016,,"6,523     ","6,276     ",247     ,3.8     
CN1917700000000,19,177,"Van Buren County, IA",2016,,"3,865     ","3,724     ",141     ,3.6     
CN1917900000000,19,179,"Wapello County, IA",2016,,"17,918     ","16,880     ","1,038     ",5.8     
CN1918100000000,19,181,"Warren County, IA",2016,,"27,145     ","26,280     ",865     ,3.2     
CN1918300000000,19,183,"Washington County, IA",2016,,"12,371     ","12,010     ",361     ,2.9     
CN1918500000000,19,185,"Wayne County, IA",2016,,"2,844     ","2,737     ",107     ,3.8     
CN1918700000000,19,187,"Webster County, IA",2016,,"20,459     ","19,644     ",815     ,4.0     
CN1918900000000,19,189,"Winnebago County, IA",2016,,"5,205     ","5,025     ",180     ,3.5     
CN1919100000000,19,191,"Winneshiek County, IA",2016,,"12,077     ","11,653     ",424     ,3.5     
CN1919300000000,19,193,"Woodbury County, IA",2016,,"55,823     ","53,841     ","1,982     ",3.6     
CN1919500000000,19,195,"Worth County, IA",2016,,"4,275     ","4,129     ",146     ,3.4     
CN1919700000000,19,197,"Wright County, IA",2016,,"6,700     ","6,425     ",275     ,4.1     
CN2000100000000,20,001,"Allen County, KS",2016,,"6,439     ","6,080     ",359     ,5.6     
CN2000300000000,20,003,"Anderson County, KS",2016,,"4,176     ","3,996     ",180     ,4.3     
CN2000500000000,20,005,"Atchison County, KS",2016,,"7,045     ","6,608     ",437     ,6.2     
CN2000700000000,20,007,"Barber County, KS",2016,,"2,527     ","2,434     ",93     ,3.7     
CN2000900000000,20,009,"Barton County, KS",2016,,"14,023     ","13,395     ",628     ,4.5     
CN2001100000000,20,011,"Bourbon County, KS",2016,,"7,129     ","6,783     ",346     ,4.9     
CN2001300000000,20,013,"Brown County, KS",2016,,"5,165     ","4,978     ",187     ,3.6     
CN2001500000000,20,015,"Butler County, KS",2016,,"32,196     ","30,853     ","1,343     ",4.2     
CN2001700000000,20,017,"Chase County, KS",2016,,"1,407     ","1,358     ",49     ,3.5     
CN2001900000000,20,019,"Chautauqua County, KS",2016,,"1,540     ","1,460     ",80     ,5.2     
CN2002100000000,20,021,"Cherokee County, KS",2016,,"10,290     ","9,834     ",456     ,4.4     
CN2002300000000,20,023,"Cheyenne County, KS",2016,,"1,345     ","1,307     ",38     ,2.8     
CN2002500000000,20,025,"Clark County, KS",2016,,"1,116     ","1,085     ",31     ,2.8     
CN2002700000000,20,027,"Clay County, KS",2016,,"4,034     ","3,870     ",164     ,4.1     
CN2002900000000,20,029,"Cloud County, KS",2016,,"4,256     ","4,081     ",175     ,4.1     
CN2003100000000,20,031,"Coffey County, KS",2016,,"4,283     ","4,018     ",265     ,6.2     
CN2003300000000,20,033,"Comanche County, KS",2016,,971     ,941     ,30     ,3.1     
CN2003500000000,20,035,"Cowley County, KS",2016,,"16,909     ","16,162     ",747     ,4.4     
CN2003700000000,20,037,"Crawford County, KS",2016,,"18,919     ","18,005     ",914     ,4.8     
CN2003900000000,20,039,"Decatur County, KS",2016,,"1,293     ","1,242     ",51     ,3.9     
CN2004100000000,20,041,"Dickinson County, KS",2016,,"9,168     ","8,762     ",406     ,4.4     
CN2004300000000,20,043,"Doniphan County, KS",2016,,"4,274     ","4,109     ",165     ,3.9     
CN2004500000000,20,045,"Douglas County, KS",2016,,"65,274     ","62,967     ","2,307     ",3.5     
CN2004700000000,20,047,"Edwards County, KS",2016,,"1,654     ","1,604     ",50     ,3.0     
CN2004900000000,20,049,"Elk County, KS",2016,,"1,189     ","1,130     ",59     ,5.0     
CN2005100000000,20,051,"Ellis County, KS",2016,,"17,013     ","16,488     ",525     ,3.1     
CN2005300000000,20,053,"Ellsworth County, KS",2016,,"2,834     ","2,725     ",109     ,3.8     
CN2005500000000,20,055,"Finney County, KS",2016,,"20,151     ","19,530     ",621     ,3.1     
CN2005700000000,20,057,"Ford County, KS",2016,,"17,885     ","17,320     ",565     ,3.2     
CN2005900000000,20,059,"Franklin County, KS",2016,,"14,227     ","13,631     ",596     ,4.2     
CN2006100000000,20,061,"Geary County, KS",2016,,"12,058     ","11,379     ",679     ,5.6     
CN2006300000000,20,063,"Gove County, KS",2016,,"1,451     ","1,416     ",35     ,2.4     
CN2006500000000,20,065,"Graham County, KS",2016,,"1,225     ","1,171     ",54     ,4.4     
CN2006700000000,20,067,"Grant County, KS",2016,,"3,774     ","3,639     ",135     ,3.6     
CN2006900000000,20,069,"Gray County, KS",2016,,"3,410     ","3,333     ",77     ,2.3     
CN2007100000000,20,071,"Greeley County, KS",2016,,912     ,893     ,19     ,2.1     
CN2007300000000,20,073,"Greenwood County, KS",2016,,"3,323     ","3,161     ",162     ,4.9     
CN2007500000000,20,075,"Hamilton County, KS",2016,,"1,643     ","1,599     ",44     ,2.7     
CN2007700000000,20,077,"Harper County, KS",2016,,"2,881     ","2,778     ",103     ,3.6     
CN2007900000000,20,079,"Harvey County, KS",2016,,"17,206     ","16,479     ",727     ,4.2     
CN2008100000000,20,081,"Haskell County, KS",2016,,"2,305     ","2,245     ",60     ,2.6     
CN2008300000000,20,083,"Hodgeman County, KS",2016,,"1,030     ","1,003     ",27     ,2.6     
CN2008500000000,20,085,"Jackson County, KS",2016,,"7,260     ","7,009     ",251     ,3.5     
CN2008700000000,20,087,"Jefferson County, KS",2016,,"10,217     ","9,820     ",397     ,3.9     
CN2008900000000,20,089,"Jewell County, KS",2016,,"1,331     ","1,274     ",57     ,4.3     
CN2009100000000,20,091,"Johnson County, KS",2016,,"328,355     ","317,665     ","10,690     ",3.3     
CN2009300000000,20,093,"Kearny County, KS",2016,,"2,058     ","1,993     ",65     ,3.2     
CN2009500000000,20,095,"Kingman County, KS",2016,,"3,528     ","3,373     ",155     ,4.4     
CN2009700000000,20,097,"Kiowa County, KS",2016,,"1,420     ","1,381     ",39     ,2.7     
CN2009900000000,20,099,"Labette County, KS",2016,,"10,733     ","10,155     ",578     ,5.4     
CN2010100000000,20,101,"Lane County, KS",2016,,810     ,785     ,25     ,3.1     
CN2010300000000,20,103,"Leavenworth County, KS",2016,,"35,786     ","34,246     ","1,540     ",4.3     
CN2010500000000,20,105,"Lincoln County, KS",2016,,"1,738     ","1,678     ",60     ,3.5     
CN2010700000000,20,107,"Linn County, KS",2016,,"4,343     ","4,064     ",279     ,6.4     
CN2010900000000,20,109,"Logan County, KS",2016,,"1,723     ","1,679     ",44     ,2.6     
CN2011100000000,20,111,"Lyon County, KS",2016,,"16,822     ","16,132     ",690     ,4.1     
CN2011300000000,20,113,"McPherson County, KS",2016,,"16,340     ","15,825     ",515     ,3.2     
CN2011500000000,20,115,"Marion County, KS",2016,,"6,121     ","5,880     ",241     ,3.9     
CN2011700000000,20,117,"Marshall County, KS",2016,,"5,563     ","5,395     ",168     ,3.0     
CN2011900000000,20,119,"Meade County, KS",2016,,"2,377     ","2,313     ",64     ,2.7     
CN2012100000000,20,121,"Miami County, KS",2016,,"17,022     ","16,315     ",707     ,4.2     
CN2012300000000,20,123,"Mitchell County, KS",2016,,"3,696     ","3,574     ",122     ,3.3     
CN2012500000000,20,125,"Montgomery County, KS",2016,,"15,999     ","15,020     ",979     ,6.1     
CN2012700000000,20,127,"Morris County, KS",2016,,"3,051     ","2,934     ",117     ,3.8     
CN2012900000000,20,129,"Morton County, KS",2016,,"1,344     ","1,292     ",52     ,3.9     
CN2013100000000,20,131,"Nemaha County, KS",2016,,"5,897     ","5,739     ",158     ,2.7     
CN2013300000000,20,133,"Neosho County, KS",2016,,"6,056     ","5,622     ",434     ,7.2     
CN2013500000000,20,135,"Ness County, KS",2016,,"1,423     ","1,374     ",49     ,3.4     
CN2013700000000,20,137,"Norton County, KS",2016,,"2,873     ","2,803     ",70     ,2.4     
CN2013900000000,20,139,"Osage County, KS",2016,,"8,058     ","7,703     ",355     ,4.4     
CN2014100000000,20,141,"Osborne County, KS",2016,,"2,059     ","1,989     ",70     ,3.4     
CN2014300000000,20,143,"Ottawa County, KS",2016,,"3,163     ","3,043     ",120     ,3.8     
CN2014500000000,20,145,"Pawnee County, KS",2016,,"3,209     ","3,103     ",106     ,3.3     
CN2014700000000,20,147,"Phillips County, KS",2016,,"2,857     ","2,767     ",90     ,3.2     
CN2014900000000,20,149,"Pottawatomie County, KS",2016,,"12,151     ","11,728     ",423     ,3.5     
CN2015100000000,20,151,"Pratt County, KS",2016,,"5,104     ","4,897     ",207     ,4.1     
CN2015300000000,20,153,"Rawlins County, KS",2016,,"1,545     ","1,508     ",37     ,2.4     
CN2015500000000,20,155,"Reno County, KS",2016,,"30,137     ","28,812     ","1,325     ",4.4     
CN2015700000000,20,157,"Republic County, KS",2016,,"2,544     ","2,474     ",70     ,2.8     
CN2015900000000,20,159,"Rice County, KS",2016,,"5,305     ","5,094     ",211     ,4.0     
CN2016100000000,20,161,"Riley County, KS",2016,,"34,889     ","33,707     ","1,182     ",3.4     
CN2016300000000,20,163,"Rooks County, KS",2016,,"2,669     ","2,543     ",126     ,4.7     
CN2016500000000,20,165,"Rush County, KS",2016,,"1,732     ","1,663     ",69     ,4.0     
CN2016700000000,20,167,"Russell County, KS",2016,,"3,574     ","3,424     ",150     ,4.2     
CN2016900000000,20,169,"Saline County, KS",2016,,"30,112     ","28,990     ","1,122     ",3.7     
CN2017100000000,20,171,"Scott County, KS",2016,,"2,887     ","2,816     ",71     ,2.5     
CN2017300000000,20,173,"Sedgwick County, KS",2016,,"247,299     ","235,806     ","11,493     ",4.6     
CN2017500000000,20,175,"Seward County, KS",2016,,"10,232     ","9,787     ",445     ,4.3     
CN2017700000000,20,177,"Shawnee County, KS",2016,,"91,691     ","88,014     ","3,677     ",4.0     
CN2017900000000,20,179,"Sheridan County, KS",2016,,"1,449     ","1,414     ",35     ,2.4     
CN2018100000000,20,181,"Sherman County, KS",2016,,"2,942     ","2,845     ",97     ,3.3     
CN2018300000000,20,183,"Smith County, KS",2016,,"2,034     ","1,969     ",65     ,3.2     
CN2018500000000,20,185,"Stafford County, KS",2016,,"2,095     ","2,018     ",77     ,3.7     
CN2018700000000,20,187,"Stanton County, KS",2016,,"1,071     ","1,041     ",30     ,2.8     
CN2018900000000,20,189,"Stevens County, KS",2016,,"2,908     ","2,793     ",115     ,4.0     
CN2019100000000,20,191,"Sumner County, KS",2016,,"10,932     ","10,469     ",463     ,4.2     
CN2019300000000,20,193,"Thomas County, KS",2016,,"4,353     ","4,233     ",120     ,2.8     
CN2019500000000,20,195,"Trego County, KS",2016,,"1,476     ","1,417     ",59     ,4.0     
CN2019700000000,20,197,"Wabaunsee County, KS",2016,,"3,706     ","3,574     ",132     ,3.6     
CN2019900000000,20,199,"Wallace County, KS",2016,,860     ,837     ,23     ,2.7     
CN2020100000000,20,201,"Washington County, KS",2016,,"3,084     ","2,983     ",101     ,3.3     
CN2020300000000,20,203,"Wichita County, KS",2016,,"1,206     ","1,178     ",28     ,2.3     
CN2020500000000,20,205,"Wilson County, KS",2016,,"4,116     ","3,869     ",247     ,6.0     
CN2020700000000,20,207,"Woodson County, KS",2016,,"1,617     ","1,524     ",93     ,5.8     
CN2020900000000,20,209,"Wyandotte County, KS",2016,,"76,448     ","72,195     ","4,253     ",5.6     
CN2100100000000,21,001,"Adair County, KY",2016,,"6,834     ","6,363     ",471     ,6.9     
CN2100300000000,21,003,"Allen County, KY",2016,,"8,756     ","8,372     ",384     ,4.4     
CN2100500000000,21,005,"Anderson County, KY",2016,,"11,364     ","10,900     ",464     ,4.1     
CN2100700000000,21,007,"Ballard County, KY",2016,,"3,659     ","3,332     ",327     ,8.9     
CN2100900000000,21,009,"Barren County, KY",2016,,"19,082     ","18,189     ",893     ,4.7     
CN2101100000000,21,011,"Bath County, KY",2016,,"4,785     ","4,432     ",353     ,7.4     
CN2101300000000,21,013,"Bell County, KY",2016,,"8,760     ","7,960     ",800     ,9.1     
CN2101500000000,21,015,"Boone County, KY",2016,,"66,528     ","63,955     ","2,573     ",3.9     
CN2101700000000,21,017,"Bourbon County, KY",2016,,"9,784     ","9,310     ",474     ,4.8     
CN2101900000000,21,019,"Boyd County, KY",2016,,"18,358     ","16,847     ","1,511     ",8.2     
CN2102100000000,21,021,"Boyle County, KY",2016,,"12,303     ","11,689     ",614     ,5.0     
CN2102300000000,21,023,"Bracken County, KY",2016,,"3,791     ","3,559     ",232     ,6.1     
CN2102500000000,21,025,"Breathitt County, KY",2016,,"3,925     ","3,554     ",371     ,9.5     
CN2102700000000,21,027,"Breckinridge County, KY",2016,,"7,944     ","7,455     ",489     ,6.2     
CN2102900000000,21,029,"Bullitt County, KY",2016,,"40,178     ","38,485     ","1,693     ",4.2     
CN2103100000000,21,031,"Butler County, KY",2016,,"5,106     ","4,823     ",283     ,5.5     
