LAUS,State_FIPS,County_FIPS,County_Name_State,Year,,Labor_Force,Employed,Unemployed,Unemployment_Rate
CN1813500000000,18,135,"Randolph County, IN",2015,,"12,686     ","12,056     ",630     ,5.0     
CN1813700000000,18,137,"Ripley County, IN",2015,,"13,634     ","12,903     ",731     ,5.4     
CN1813900000000,18,139,"Rush County, IN",2015,,"8,838     ","8,456     ",382     ,4.3     
CN1814100000000,18,141,"St. Joseph County, IN",2015,,"130,406     ","123,843     ","6,563     ",5.0     
CN1814300000000,18,143,"Scott County, IN",2015,,"10,286     ","9,726     ",560     ,5.4     
CN1814500000000,18,145,"Shelby County, IN",2015,,"22,626     ","21,619     ","1,007     ",4.5     
CN1814700000000,18,147,"Spencer County, IN",2015,,"10,974     ","10,520     ",454     ,4.1     
CN1814900000000,18,149,"Starke County, IN",2015,,"10,548     ","9,921     ",627     ,5.9     
CN1815100000000,18,151,"Steuben County, IN",2015,,"19,981     ","19,199     ",782     ,3.9     
CN1815300000000,18,153,"Sullivan County, IN",2015,,"8,658     ","8,118     ",540     ,6.2     
CN1815500000000,18,155,"Switzerland County, IN",2015,,"4,854     ","4,613     ",241     ,5.0     
CN1815700000000,18,157,"Tippecanoe County, IN",2015,,"93,117     ","89,165     ","3,952     ",4.2     
CN1815900000000,18,159,"Tipton County, IN",2015,,"8,382     ","8,046     ",336     ,4.0     
CN1816100000000,18,161,"Union County, IN",2015,,"3,561     ","3,402     ",159     ,4.5     
CN1816300000000,18,163,"Vanderburgh County, IN",2015,,"92,238     ","88,302     ","3,936     ",4.3     
CN1816500000000,18,165,"Vermillion County, IN",2015,,"7,226     ","6,711     ",515     ,7.1     
CN1816700000000,18,167,"Vigo County, IN",2015,,"48,986     ","45,981     ","3,005     ",6.1     
CN1816900000000,18,169,"Wabash County, IN",2015,,"15,387     ","14,650     ",737     ,4.8     
CN1817100000000,18,171,"Warren County, IN",2015,,"4,097     ","3,894     ",203     ,5.0     
CN1817300000000,18,173,"Warrick County, IN",2015,,"31,754     ","30,463     ","1,291     ",4.1     
CN1817500000000,18,175,"Washington County, IN",2015,,"13,526     ","12,824     ",702     ,5.2     
CN1817700000000,18,177,"Wayne County, IN",2015,,"30,648     ","29,016     ","1,632     ",5.3     
CN1817900000000,18,179,"Wells County, IN",2015,,"14,038     ","13,487     ",551     ,3.9     
CN1818100000000,18,181,"White County, IN",2015,,"13,610     ","13,057     ",553     ,4.1     
CN1818300000000,18,183,"Whitley County, IN",2015,,"17,019     ","16,319     ",700     ,4.1     
CN1900100000000,19,001,"Adair County, IA",2015,,"4,226     ","4,089     ",137     ,3.2     
CN1900300000000,19,003,"Adams County, IA",2015,,"2,292     ","2,227     ",65     ,2.8     
CN1900500000000,19,005,"Allamakee County, IA",2015,,"7,703     ","7,325     ",378     ,4.9     
CN1900700000000,19,007,"Appanoose County, IA",2015,,"6,228     ","5,920     ",308     ,4.9     
CN1900900000000,19,009,"Audubon County, IA",2015,,"3,239     ","3,110     ",129     ,4.0     
CN1901100000000,19,011,"Benton County, IA",2015,,"13,780     ","13,240     ",540     ,3.9     
CN1901300000000,19,013,"Black Hawk County, IA",2015,,"70,545     ","67,294     ","3,251     ",4.6     
CN1901500000000,19,015,"Boone County, IA",2015,,"15,322     ","14,856     ",466     ,3.0     
CN1901700000000,19,017,"Bremer County, IA",2015,,"13,978     ","13,483     ",495     ,3.5     
CN1901900000000,19,019,"Buchanan County, IA",2015,,"11,322     ","10,837     ",485     ,4.3     
CN1902100000000,19,021,"Buena Vista County, IA",2015,,"11,590     ","11,163     ",427     ,3.7     
CN1902300000000,19,023,"Butler County, IA",2015,,"8,285     ","7,920     ",365     ,4.4     
CN1902500000000,19,025,"Calhoun County, IA",2015,,"4,459     ","4,265     ",194     ,4.4     
CN1902700000000,19,027,"Carroll County, IA",2015,,"11,310     ","11,012     ",298     ,2.6     
CN1902900000000,19,029,"Cass County, IA",2015,,"7,461     ","7,189     ",272     ,3.6     
CN1903100000000,19,031,"Cedar County, IA",2015,,"10,992     ","10,612     ",380     ,3.5     
CN1903300000000,19,033,"Cerro Gordo County, IA",2015,,"23,023     ","22,108     ",915     ,4.0     
CN1903500000000,19,035,"Cherokee County, IA",2015,,"6,346     ","6,015     ",331     ,5.2     
CN1903700000000,19,037,"Chickasaw County, IA",2015,,"6,460     ","6,167     ",293     ,4.5     
CN1903900000000,19,039,"Clarke County, IA",2015,,"4,772     ","4,575     ",197     ,4.1     
CN1904100000000,19,041,"Clay County, IA",2015,,"8,856     ","8,533     ",323     ,3.6     
CN1904300000000,19,043,"Clayton County, IA",2015,,"10,299     ","9,869     ",430     ,4.2     
CN1904500000000,19,045,"Clinton County, IA",2015,,"24,432     ","23,202     ","1,230     ",5.0     
CN1904700000000,19,047,"Crawford County, IA",2015,,"8,754     ","8,386     ",368     ,4.2     
CN1904900000000,19,049,"Dallas County, IA",2015,,"43,706     ","42,445     ","1,261     ",2.9     
CN1905100000000,19,051,"Davis County, IA",2015,,"4,179     ","3,992     ",187     ,4.5     
CN1905300000000,19,053,"Decatur County, IA",2015,,"4,431     ","4,285     ",146     ,3.3     
CN1905500000000,19,055,"Delaware County, IA",2015,,"10,692     ","10,328     ",364     ,3.4     
CN1905700000000,19,057,"Des Moines County, IA",2015,,"20,532     ","19,556     ",976     ,4.8     
CN1905900000000,19,059,"Dickinson County, IA",2015,,"10,217     ","9,817     ",400     ,3.9     
CN1906100000000,19,061,"Dubuque County, IA",2015,,"55,757     ","53,701     ","2,056     ",3.7     
CN1906300000000,19,063,"Emmet County, IA",2015,,"5,667     ","5,455     ",212     ,3.7     
CN1906500000000,19,065,"Fayette County, IA",2015,,"10,821     ","10,327     ",494     ,4.6     
CN1906700000000,19,067,"Floyd County, IA",2015,,"8,707     ","8,376     ",331     ,3.8     
CN1906900000000,19,069,"Franklin County, IA",2015,,"5,962     ","5,761     ",201     ,3.4     
CN1907100000000,19,071,"Fremont County, IA",2015,,"4,152     ","4,014     ",138     ,3.3     
CN1907300000000,19,073,"Greene County, IA",2015,,"5,573     ","5,376     ",197     ,3.5     
CN1907500000000,19,075,"Grundy County, IA",2015,,"6,736     ","6,479     ",257     ,3.8     
CN1907700000000,19,077,"Guthrie County, IA",2015,,"5,625     ","5,412     ",213     ,3.8     
CN1907900000000,19,079,"Hamilton County, IA",2015,,"7,235     ","6,925     ",310     ,4.3     
CN1908100000000,19,081,"Hancock County, IA",2015,,"6,370     ","6,196     ",174     ,2.7     
CN1908300000000,19,083,"Hardin County, IA",2015,,"8,821     ","8,470     ",351     ,4.0     
CN1908500000000,19,085,"Harrison County, IA",2015,,"7,544     ","7,286     ",258     ,3.4     
CN1908700000000,19,087,"Henry County, IA",2015,,"9,604     ","9,226     ",378     ,3.9     
CN1908900000000,19,089,"Howard County, IA",2015,,"5,379     ","5,185     ",194     ,3.6     
CN1909100000000,19,091,"Humboldt County, IA",2015,,"5,346     ","5,167     ",179     ,3.3     
CN1909300000000,19,093,"Ida County, IA",2015,,"3,963     ","3,839     ",124     ,3.1     
CN1909500000000,19,095,"Iowa County, IA",2015,,"10,390     ","10,023     ",367     ,3.5     
CN1909700000000,19,097,"Jackson County, IA",2015,,"11,173     ","10,700     ",473     ,4.2     
CN1909900000000,19,099,"Jasper County, IA",2015,,"19,119     ","18,371     ",748     ,3.9     
CN1910100000000,19,101,"Jefferson County, IA",2015,,"9,157     ","8,803     ",354     ,3.9     
CN1910300000000,19,103,"Johnson County, IA",2015,,"83,940     ","81,687     ","2,253     ",2.7     
CN1910500000000,19,105,"Jones County, IA",2015,,"10,789     ","10,335     ",454     ,4.2     
CN1910700000000,19,107,"Keokuk County, IA",2015,,"5,428     ","5,195     ",233     ,4.3     
CN1910900000000,19,109,"Kossuth County, IA",2015,,"8,839     ","8,585     ",254     ,2.9     
CN1911100000000,19,111,"Lee County, IA",2015,,"18,283     ","17,293     ",990     ,5.4     
CN1911300000000,19,113,"Linn County, IA",2015,,"120,278     ","115,690     ","4,588     ",3.8     
CN1911500000000,19,115,"Louisa County, IA",2015,,"6,029     ","5,799     ",230     ,3.8     
CN1911700000000,19,117,"Lucas County, IA",2015,,"4,405     ","4,248     ",157     ,3.6     
CN1911900000000,19,119,"Lyon County, IA",2015,,"7,068     ","6,925     ",143     ,2.0     
CN1912100000000,19,121,"Madison County, IA",2015,,"8,241     ","7,916     ",325     ,3.9     
CN1912300000000,19,123,"Mahaska County, IA",2015,,"11,844     ","11,372     ",472     ,4.0     
CN1912500000000,19,125,"Marion County, IA",2015,,"17,446     ","16,871     ",575     ,3.3     
CN1912700000000,19,127,"Marshall County, IA",2015,,"19,452     ","18,459     ",993     ,5.1     
CN1912900000000,19,129,"Mills County, IA",2015,,"7,430     ","7,125     ",305     ,4.1     
CN1913100000000,19,131,"Mitchell County, IA",2015,,"5,599     ","5,440     ",159     ,2.8     
CN1913300000000,19,133,"Monona County, IA",2015,,"4,766     ","4,555     ",211     ,4.4     
CN1913500000000,19,135,"Monroe County, IA",2015,,"4,040     ","3,860     ",180     ,4.5     
CN1913700000000,19,137,"Montgomery County, IA",2015,,"5,174     ","4,989     ",185     ,3.6     
CN1913900000000,19,139,"Muscatine County, IA",2015,,"22,230     ","21,365     ",865     ,3.9     
CN1914100000000,19,141,"O'Brien County, IA",2015,,"8,436     ","8,196     ",240     ,2.8     
CN1914300000000,19,143,"Osceola County, IA",2015,,"3,547     ","3,445     ",102     ,2.9     
CN1914500000000,19,145,"Page County, IA",2015,,"6,576     ","6,302     ",274     ,4.2     
CN1914700000000,19,147,"Palo Alto County, IA",2015,,"4,868     ","4,717     ",151     ,3.1     
CN1914900000000,19,149,"Plymouth County, IA",2015,,"14,801     ","14,381     ",420     ,2.8     
CN1915100000000,19,151,"Pocahontas County, IA",2015,,"4,313     ","4,181     ",132     ,3.1     
CN1915300000000,19,153,"Polk County, IA",2015,,"255,841     ","246,362     ","9,479     ",3.7     
CN1915500000000,19,155,"Pottawattamie County, IA",2015,,"49,037     ","47,229     ","1,808     ",3.7     
CN1915700000000,19,157,"Poweshiek County, IA",2015,,"10,517     ","10,134     ",383     ,3.6     
CN1915900000000,19,159,"Ringgold County, IA",2015,,"2,569     ","2,482     ",87     ,3.4     
CN1916100000000,19,161,"Sac County, IA",2015,,"5,646     ","5,457     ",189     ,3.3     
CN1916300000000,19,163,"Scott County, IA",2015,,"87,585     ","83,448     ","4,137     ",4.7     
CN1916500000000,19,165,"Shelby County, IA",2015,,"7,023     ","6,821     ",202     ,2.9     
CN1916700000000,19,167,"Sioux County, IA",2015,,"20,773     ","20,259     ",514     ,2.5     
CN1916900000000,19,169,"Story County, IA",2015,,"57,467     ","56,021     ","1,446     ",2.5     
CN1917100000000,19,171,"Tama County, IA",2015,,"9,676     ","9,251     ",425     ,4.4     
CN1917300000000,19,173,"Taylor County, IA",2015,,"3,241     ","3,138     ",103     ,3.2     
CN1917500000000,19,175,"Union County, IA",2015,,"6,581     ","6,304     ",277     ,4.2     
CN1917700000000,19,177,"Van Buren County, IA",2015,,"3,844     ","3,687     ",157     ,4.1     
CN1917900000000,19,179,"Wapello County, IA",2015,,"18,026     ","17,091     ",935     ,5.2     
CN1918100000000,19,181,"Warren County, IA",2015,,"26,728     ","25,806     ",922     ,3.4     
CN1918300000000,19,183,"Washington County, IA",2015,,"12,400     ","12,010     ",390     ,3.1     
CN1918500000000,19,185,"Wayne County, IA",2015,,"2,852     ","2,739     ",113     ,4.0     
CN1918700000000,19,187,"Webster County, IA",2015,,"20,370     ","19,485     ",885     ,4.3     
CN1918900000000,19,189,"Winnebago County, IA",2015,,"5,174     ","4,967     ",207     ,4.0     
CN1919100000000,19,191,"Winneshiek County, IA",2015,,"12,237     ","11,786     ",451     ,3.7     
CN1919300000000,19,193,"Woodbury County, IA",2015,,"56,239     ","54,102     ","2,137     ",3.8     
CN1919500000000,19,195,"Worth County, IA",2015,,"4,231     ","4,061     ",170     ,4.0     
CN1919700000000,19,197,"Wright County, IA",2015,,"6,913     ","6,641     ",272     ,3.9     
CN2000100000000,20,001,"Allen County, KS",2015,,"6,606     ","6,268     ",338     ,5.1     
CN2000300000000,20,003,"Anderson County, KS",2015,,"4,135     ","3,935     ",200     ,4.8     
CN2000500000000,20,005,"Atchison County, KS",2015,,"7,470     ","7,012     ",458     ,6.1     
CN2000700000000,20,007,"Barber County, KS",2015,,"2,662     ","2,549     ",113     ,4.2     
CN2000900000000,20,009,"Barton County, KS",2015,,"14,591     ","13,976     ",615     ,4.2     
CN2001100000000,20,011,"Bourbon County, KS",2015,,"7,119     ","6,778     ",341     ,4.8     
CN2001300000000,20,013,"Brown County, KS",2015,,"5,355     ","5,142     ",213     ,4.0     
CN2001500000000,20,015,"Butler County, KS",2015,,"32,035     ","30,671     ","1,364     ",4.3     
CN2001700000000,20,017,"Chase County, KS",2015,,"1,252     ","1,207     ",45     ,3.6     
CN2001900000000,20,019,"Chautauqua County, KS",2015,,"1,551     ","1,463     ",88     ,5.7     
CN2002100000000,20,021,"Cherokee County, KS",2015,,"10,414     ","9,952     ",462     ,4.4     
CN2002300000000,20,023,"Cheyenne County, KS",2015,,"1,358     ","1,321     ",37     ,2.7     
CN2002500000000,20,025,"Clark County, KS",2015,,"1,159     ","1,131     ",28     ,2.4     
CN2002700000000,20,027,"Clay County, KS",2015,,"4,117     ","3,941     ",176     ,4.3     
CN2002900000000,20,029,"Cloud County, KS",2015,,"4,312     ","4,148     ",164     ,3.8     
CN2003100000000,20,031,"Coffey County, KS",2015,,"4,741     ","4,470     ",271     ,5.7     
CN2003300000000,20,033,"Comanche County, KS",2015,,992     ,959     ,33     ,3.3     
CN2003500000000,20,035,"Cowley County, KS",2015,,"17,042     ","16,263     ",779     ,4.6     
CN2003700000000,20,037,"Crawford County, KS",2015,,"18,928     ","17,964     ",964     ,5.1     
CN2003900000000,20,039,"Decatur County, KS",2015,,"1,351     ","1,301     ",50     ,3.7     
CN2004100000000,20,041,"Dickinson County, KS",2015,,"9,520     ","9,028     ",492     ,5.2     
CN2004300000000,20,043,"Doniphan County, KS",2015,,"4,319     ","4,132     ",187     ,4.3     
CN2004500000000,20,045,"Douglas County, KS",2015,,"64,763     ","62,375     ","2,388     ",3.7     
CN2004700000000,20,047,"Edwards County, KS",2015,,"1,749     ","1,696     ",53     ,3.0     
CN2004900000000,20,049,"Elk County, KS",2015,,"1,280     ","1,219     ",61     ,4.8     
CN2005100000000,20,051,"Ellis County, KS",2015,,"17,522     ","16,999     ",523     ,3.0     
CN2005300000000,20,053,"Ellsworth County, KS",2015,,"2,939     ","2,831     ",108     ,3.7     
CN2005500000000,20,055,"Finney County, KS",2015,,"20,130     ","19,421     ",709     ,3.5     
CN2005700000000,20,057,"Ford County, KS",2015,,"18,062     ","17,449     ",613     ,3.4     
CN2005900000000,20,059,"Franklin County, KS",2015,,"14,102     ","13,457     ",645     ,4.6     
CN2006100000000,20,061,"Geary County, KS",2015,,"12,111     ","11,361     ",750     ,6.2     
CN2006300000000,20,063,"Gove County, KS",2015,,"1,487     ","1,450     ",37     ,2.5     
CN2006500000000,20,065,"Graham County, KS",2015,,"1,272     ","1,222     ",50     ,3.9     
CN2006700000000,20,067,"Grant County, KS",2015,,"3,902     ","3,762     ",140     ,3.6     
CN2006900000000,20,069,"Gray County, KS",2015,,"3,601     ","3,518     ",83     ,2.3     
CN2007100000000,20,071,"Greeley County, KS",2015,,935     ,915     ,20     ,2.1     
CN2007300000000,20,073,"Greenwood County, KS",2015,,"3,289     ","3,139     ",150     ,4.6     
CN2007500000000,20,075,"Hamilton County, KS",2015,,"1,652     ","1,620     ",32     ,1.9     
CN2007700000000,20,077,"Harper County, KS",2015,,"2,855     ","2,744     ",111     ,3.9     
CN2007900000000,20,079,"Harvey County, KS",2015,,"17,208     ","16,538     ",670     ,3.9     
CN2008100000000,20,081,"Haskell County, KS",2015,,"2,358     ","2,299     ",59     ,2.5     
CN2008300000000,20,083,"Hodgeman County, KS",2015,,"1,027     ",995     ,32     ,3.1     
CN2008500000000,20,085,"Jackson County, KS",2015,,"7,240     ","6,972     ",268     ,3.7     
CN2008700000000,20,087,"Jefferson County, KS",2015,,"10,187     ","9,761     ",426     ,4.2     
CN2008900000000,20,089,"Jewell County, KS",2015,,"1,374     ","1,314     ",60     ,4.4     
CN2009100000000,20,091,"Johnson County, KS",2015,,"324,703     ","313,723     ","10,980     ",3.4     
CN2009300000000,20,093,"Kearny County, KS",2015,,"2,148     ","2,081     ",67     ,3.1     
CN2009500000000,20,095,"Kingman County, KS",2015,,"3,649     ","3,491     ",158     ,4.3     
CN2009700000000,20,097,"Kiowa County, KS",2015,,"1,448     ","1,405     ",43     ,3.0     
CN2009900000000,20,099,"Labette County, KS",2015,,"10,753     ","10,137     ",616     ,5.7     
CN2010100000000,20,101,"Lane County, KS",2015,,878     ,849     ,29     ,3.3     
CN2010300000000,20,103,"Leavenworth County, KS",2015,,"35,272     ","33,686     ","1,586     ",4.5     
CN2010500000000,20,105,"Lincoln County, KS",2015,,"1,798     ","1,736     ",62     ,3.4     
CN2010700000000,20,107,"Linn County, KS",2015,,"4,328     ","4,051     ",277     ,6.4     
CN2010900000000,20,109,"Logan County, KS",2015,,"1,756     ","1,713     ",43     ,2.4     
CN2011100000000,20,111,"Lyon County, KS",2015,,"16,637     ","15,924     ",713     ,4.3     
CN2011300000000,20,113,"McPherson County, KS",2015,,"17,183     ","16,670     ",513     ,3.0     
CN2011500000000,20,115,"Marion County, KS",2015,,"6,163     ","5,930     ",233     ,3.8     
CN2011700000000,20,117,"Marshall County, KS",2015,,"5,735     ","5,568     ",167     ,2.9     
CN2011900000000,20,119,"Meade County, KS",2015,,"2,419     ","2,347     ",72     ,3.0     
CN2012100000000,20,121,"Miami County, KS",2015,,"16,757     ","16,032     ",725     ,4.3     
CN2012300000000,20,123,"Mitchell County, KS",2015,,"3,775     ","3,650     ",125     ,3.3     
CN2012500000000,20,125,"Montgomery County, KS",2015,,"16,577     ","15,507     ","1,070     ",6.5     
CN2012700000000,20,127,"Morris County, KS",2015,,"3,105     ","2,972     ",133     ,4.3     
CN2012900000000,20,129,"Morton County, KS",2015,,"1,436     ","1,376     ",60     ,4.2     
CN2013100000000,20,131,"Nemaha County, KS",2015,,"5,939     ","5,787     ",152     ,2.6     
CN2013300000000,20,133,"Neosho County, KS",2015,,"6,269     ","5,803     ",466     ,7.4     
CN2013500000000,20,135,"Ness County, KS",2015,,"1,538     ","1,487     ",51     ,3.3     
CN2013700000000,20,137,"Norton County, KS",2015,,"2,950     ","2,877     ",73     ,2.5     
CN2013900000000,20,139,"Osage County, KS",2015,,"8,057     ","7,656     ",401     ,5.0     
CN2014100000000,20,141,"Osborne County, KS",2015,,"2,091     ","2,018     ",73     ,3.5     
CN2014300000000,20,143,"Ottawa County, KS",2015,,"3,230     ","3,108     ",122     ,3.8     
CN2014500000000,20,145,"Pawnee County, KS",2015,,"3,307     ","3,184     ",123     ,3.7     
CN2014700000000,20,147,"Phillips County, KS",2015,,"2,954     ","2,860     ",94     ,3.2     
CN2014900000000,20,149,"Pottawatomie County, KS",2015,,"11,955     ","11,519     ",436     ,3.6     
CN2015100000000,20,151,"Pratt County, KS",2015,,"5,290     ","5,077     ",213     ,4.0     
CN2015300000000,20,153,"Rawlins County, KS",2015,,"1,535     ","1,500     ",35     ,2.3     
CN2015500000000,20,155,"Reno County, KS",2015,,"30,842     ","29,515     ","1,327     ",4.3     
CN2015700000000,20,157,"Republic County, KS",2015,,"2,590     ","2,519     ",71     ,2.7     
CN2015900000000,20,159,"Rice County, KS",2015,,"5,478     ","5,271     ",207     ,3.8     
CN2016100000000,20,161,"Riley County, KS",2015,,"35,632     ","34,416     ","1,216     ",3.4     
CN2016300000000,20,163,"Rooks County, KS",2015,,"2,810     ","2,681     ",129     ,4.6     
CN2016500000000,20,165,"Rush County, KS",2015,,"1,795     ","1,732     ",63     ,3.5     
CN2016700000000,20,167,"Russell County, KS",2015,,"3,733     ","3,594     ",139     ,3.7     
CN2016900000000,20,169,"Saline County, KS",2015,,"30,872     ","29,712     ","1,160     ",3.8     
CN2017100000000,20,171,"Scott County, KS",2015,,"2,885     ","2,806     ",79     ,2.7     
CN2017300000000,20,173,"Sedgwick County, KS",2015,,"246,783     ","235,028     ","11,755     ",4.8     
CN2017500000000,20,175,"Seward County, KS",2015,,"10,623     ","10,166     ",457     ,4.3     
CN2017700000000,20,177,"Shawnee County, KS",2015,,"91,236     ","87,371     ","3,865     ",4.2     
CN2017900000000,20,179,"Sheridan County, KS",2015,,"1,482     ","1,449     ",33     ,2.2     
CN2018100000000,20,181,"Sherman County, KS",2015,,"3,090     ","3,001     ",89     ,2.9     
CN2018300000000,20,183,"Smith County, KS",2015,,"2,094     ","2,013     ",81     ,3.9     
CN2018500000000,20,185,"Stafford County, KS",2015,,"2,182     ","2,095     ",87     ,4.0     
CN2018700000000,20,187,"Stanton County, KS",2015,,"1,061     ","1,029     ",32     ,3.0     
CN2018900000000,20,189,"Stevens County, KS",2015,,"3,178     ","3,060     ",118     ,3.7     
CN2019100000000,20,191,"Sumner County, KS",2015,,"11,079     ","10,587     ",492     ,4.4     
CN2019300000000,20,193,"Thomas County, KS",2015,,"4,415     ","4,299     ",116     ,2.6     
CN2019500000000,20,195,"Trego County, KS",2015,,"1,509     ","1,456     ",53     ,3.5     
CN2019700000000,20,197,"Wabaunsee County, KS",2015,,"3,732     ","3,589     ",143     ,3.8     
CN2019900000000,20,199,"Wallace County, KS",2015,,877     ,853     ,24     ,2.7     
CN2020100000000,20,201,"Washington County, KS",2015,,"3,129     ","3,031     ",98     ,3.1     
CN2020300000000,20,203,"Wichita County, KS",2015,,"1,255     ","1,218     ",37     ,2.9     
CN2020500000000,20,205,"Wilson County, KS",2015,,"4,008     ","3,745     ",263     ,6.6     
CN2020700000000,20,207,"Woodson County, KS",2015,,"1,611     ","1,530     ",81     ,5.0     
CN2020900000000,20,209,"Wyandotte County, KS",2015,,"76,154     ","71,583     ","4,571     ",6.0     
CN2100100000000,21,001,"Adair County, KY",2015,,"6,946     ","6,429     ",517     ,7.4     
CN2100300000000,21,003,"Allen County, KY",2015,,"8,589     ","8,168     ",421     ,4.9     
CN2100500000000,21,005,"Anderson County, KY",2015,,"11,200     ","10,733     ",467     ,4.2     
CN2100700000000,21,007,"Ballard County, KY",2015,,"3,604     ","3,357     ",247     ,6.9     
CN2100900000000,21,009,"Barren County, KY",2015,,"18,393     ","17,439     ",954     ,5.2     
CN2101100000000,21,011,"Bath County, KY",2015,,"4,713     ","4,352     ",361     ,7.7     
CN2101300000000,21,013,"Bell County, KY",2015,,"8,815     ","8,068     ",747     ,8.5     
CN2101500000000,21,015,"Boone County, KY",2015,,"64,971     ","62,311     ","2,660     ",4.1     
CN2101700000000,21,017,"Bourbon County, KY",2015,,"9,659     ","9,200     ",459     ,4.8     
CN2101900000000,21,019,"Boyd County, KY",2015,,"18,130     ","16,877     ","1,253     ",6.9     
CN2102100000000,21,021,"Boyle County, KY",2015,,"11,992     ","11,325     ",667     ,5.6     
CN2102300000000,21,023,"Bracken County, KY",2015,,"3,689     ","3,455     ",234     ,6.3     
CN2102500000000,21,025,"Breathitt County, KY",2015,,"3,990     ","3,615     ",375     ,9.4     
CN2102700000000,21,027,"Breckinridge County, KY",2015,,"7,912     ","7,440     ",472     ,6.0     
CN2102900000000,21,029,"Bullitt County, KY",2015,,"39,107     ","37,323     ","1,784     ",4.6     
CN2103100000000,21,031,"Butler County, KY",2015,,"5,046     ","4,747     ",299     ,5.9     
CN2103300000000,21,033,"Caldwell County, KY",2015,,"5,395     ","5,099     ",296     ,5.5     
CN2103500000000,21,035,"Calloway County, KY",2015,,"18,358     ","17,498     ",860     ,4.7     
CN2103700000000,21,037,"Campbell County, KY",2015,,"47,322     ","45,352     ","1,970     ",4.2     
CN2103900000000,21,039,"Carlisle County, KY",2015,,"2,315     ","2,184     ",131     ,5.7     
CN2104100000000,21,041,"Carroll County, KY",2015,,"4,957     ","4,681     ",276     ,5.6     
CN2104300000000,21,043,"Carter County, KY",2015,,"10,195     ","9,193     ","1,002     ",9.8     
CN2104500000000,21,045,"Casey County, KY",2015,,"6,690     ","6,315     ",375     ,5.6     
CN2104700000000,21,047,"Christian County, KY",2015,,"24,695     ","23,118     ","1,577     ",6.4     
CN2104900000000,21,049,"Clark County, KY",2015,,"16,732     ","15,856     ",876     ,5.2     
CN2105100000000,21,051,"Clay County, KY",2015,,"5,421     ","4,909     ",512     ,9.4     
CN2105300000000,21,053,"Clinton County, KY",2015,,"3,842     ","3,526     ",316     ,8.2     
CN2105500000000,21,055,"Crittenden County, KY",2015,,"3,823     ","3,617     ",206     ,5.4     
CN2105700000000,21,057,"Cumberland County, KY",2015,,"2,906     ","2,733     ",173     ,6.0     
CN2105900000000,21,059,"Daviess County, KY",2015,,"45,150     ","43,062     ","2,088     ",4.6     
CN2106100000000,21,061,"Edmonson County, KY",2015,,"4,640     ","4,312     ",328     ,7.1     
CN2106300000000,21,063,"Elliott County, KY",2015,,"2,121     ","1,912     ",209     ,9.9     
CN2106500000000,21,065,"Estill County, KY",2015,,"5,284     ","4,963     ",321     ,6.1     
CN2106700000000,21,067,"Fayette County, KY",2015,,"166,522     ","160,099     ","6,423     ",3.9     
CN2106900000000,21,069,"Fleming County, KY",2015,,"6,236     ","5,853     ",383     ,6.1     
CN2107100000000,21,071,"Floyd County, KY",2015,,"11,913     ","10,819     ","1,094     ",9.2     
CN2107300000000,21,073,"Franklin County, KY",2015,,"24,018     ","22,986     ","1,032     ",4.3     
CN2107500000000,21,075,"Fulton County, KY",2015,,"2,082     ","1,923     ",159     ,7.6     
CN2107700000000,21,077,"Gallatin County, KY",2015,,"3,804     ","3,607     ",197     ,5.2     
CN2107900000000,21,079,"Garrard County, KY",2015,,"7,609     ","7,222     ",387     ,5.1     
CN2108100000000,21,081,"Grant County, KY",2015,,"10,979     ","10,391     ",588     ,5.4     
CN2108300000000,21,083,"Graves County, KY",2015,,"15,388     ","14,451     ",937     ,6.1     
CN2108500000000,21,085,"Grayson County, KY",2015,,"10,677     ","9,972     ",705     ,6.6     
CN2108700000000,21,087,"Green County, KY",2015,,"5,016     ","4,752     ",264     ,5.3     
CN2108900000000,21,089,"Greenup County, KY",2015,,"13,613     ","12,568     ","1,045     ",7.7     
CN2109100000000,21,091,"Hancock County, KY",2015,,"3,850     ","3,657     ",193     ,5.0     
CN2109300000000,21,093,"Hardin County, KY",2015,,"46,634     ","44,331     ","2,303     ",4.9     
CN2109500000000,21,095,"Harlan County, KY",2015,,"7,475     ","6,589     ",886     ,11.9     
CN2109700000000,21,097,"Harrison County, KY",2015,,"8,398     ","8,011     ",387     ,4.6     
CN2109900000000,21,099,"Hart County, KY",2015,,"7,769     ","7,375     ",394     ,5.1     
CN2110100000000,21,101,"Henderson County, KY",2015,,"21,208     ","20,177     ","1,031     ",4.9     
CN2110300000000,21,103,"Henry County, KY",2015,,"7,599     ","7,243     ",356     ,4.7     
CN2110500000000,21,105,"Hickman County, KY",2015,,"2,039     ","1,921     ",118     ,5.8     
CN2110700000000,21,107,"Hopkins County, KY",2015,,"19,635     ","18,538     ","1,097     ",5.6     
CN2110900000000,21,109,"Jackson County, KY",2015,,"4,323     ","3,949     ",374     ,8.7     
CN2111100000000,21,111,"Jefferson County, KY",2015,,"374,488     ","356,476     ","18,012     ",4.8     
CN2111300000000,21,113,"Jessamine County, KY",2015,,"25,054     ","23,999     ","1,055     ",4.2     
CN2111500000000,21,115,"Johnson County, KY",2015,,"7,629     ","6,996     ",633     ,8.3     
CN2111700000000,21,117,"Kenton County, KY",2015,,"82,447     ","78,780     ","3,667     ",4.4     
CN2111900000000,21,119,"Knott County, KY",2015,,"4,818     ","4,337     ",481     ,10.0     
